Temperature (C),Date,most_freq_summary
15.12777778,4.7.2011,Mostly Cloudy
12.93888889,5.7.2011,Partly Cloudy
14.22777778,6.7.2011,Partly Cloudy
16.58333333,7.7.2011,Partly Cloudy
18.53888889,8.7.2011,Partly Cloudy
17.22222222,31.5.2011,Partly Cloudy
17.19444444,1.6.2011,Partly Cloudy
15.55555556,9.6.2011,Mostly Cloudy
16.91111111,10.6.2011,Mostly Cloudy
16.50555556,11.6.2011,Mostly Cloudy
15.99444444,12.6.2011,Mostly Cloudy
14.71111111,13.6.2011,Partly Cloudy
16.20555556,14.6.2011,Partly Cloudy
14.79444444,15.6.2011,Partly Cloudy
17.89444444,16.6.2011,Partly Cloudy
17.85555556,17.6.2011,Mostly Cloudy
18.55,18.6.2011,Mostly Cloudy
13.13888889,19.6.2011,Mostly Cloudy
18.23333333,2.6.2011,Partly Cloudy
14.91111111,20.6.2011,Partly Cloudy
16.6,21.6.2011,Partly Cloudy
19.77777778,22.6.2011,Clear
21.32222222,23.6.2011,Partly Cloudy
18.02222222,24.6.2011,Mostly Cloudy
10.67777778,25.6.2011,Partly Cloudy
12.93333333,26.6.2011,Partly Cloudy
15.6,27.6.2011,Mostly Cloudy
15.18333333,28.6.2011,Mostly Cloudy
17.97222222,29.6.2011,Mostly Cloudy
19.47222222,3.6.2011,Mostly Cloudy
18.00555556,4.6.2011,Mostly Cloudy
19.71666667,5.6.2011,Mostly Cloudy
20.11666667,6.6.2011,Partly Cloudy
20.96111111,7.6.2011,Partly Cloudy
19.0,8.6.2011,Mostly Cloudy
-6.905555556,1.3.2011,Foggy
-4.927777778,9.3.2011,Partly Cloudy
0.794444444,10.3.2011,Partly Cloudy
1.555555556,11.3.2011,Mostly Cloudy
6.055555556,12.3.2011,Clear
6.088888889,13.3.2011,Mostly Cloudy
10.05,14.3.2011,Mostly Cloudy
9.933333333,15.3.2011,Mostly Cloudy
11.88333333,16.3.2011,Overcast
8.394444444,17.3.2011,Overcast
5.288888889,18.3.2011,Mostly Cloudy
3.155555556,19.3.2011,Overcast
-1.9,2.3.2011,Foggy
3.288888889,20.3.2011,Overcast
2.305555556,21.3.2011,Partly Cloudy
5.4,22.3.2011,Partly Cloudy
5.822222222,23.3.2011,Partly Cloudy
6.394444444,24.3.2011,Partly Cloudy
8.233333333,25.3.2011,Partly Cloudy
9.311111111,26.3.2011,Mostly Cloudy
8.383333333,27.3.2011,Mostly Cloudy
7.716666667,28.3.2011,Mostly Cloudy
5.033333333,29.3.2011,Partly Cloudy
-1.188888889,3.3.2011,Foggy
6.55,30.3.2011,Partly Cloudy
-5.011111111,4.3.2011,Partly Cloudy
-4.344444444,5.3.2011,Mostly Cloudy
-3.905555556,6.3.2011,Partly Cloudy
-3.227777778,7.3.2011,Partly Cloudy
-5.244444444,8.3.2011,Clear
12.77222222,1.5.2011,Overcast
10.65,9.5.2011,Mostly Cloudy
14.17222222,10.5.2011,Partly Cloudy
11.71666667,11.5.2011,Partly Cloudy
10.33888889,12.5.2011,Partly Cloudy
10.11111111,13.5.2011,Mostly Cloudy
12.49444444,14.5.2011,Partly Cloudy
10.87222222,15.5.2011,Mostly Cloudy
12.25555556,16.5.2011,Mostly Cloudy
12.52222222,17.5.2011,Mostly Cloudy
13.28888889,18.5.2011,Partly Cloudy
13.78888889,19.5.2011,Partly Cloudy
10.45555556,2.5.2011,Partly Cloudy
14.36111111,20.5.2011,Partly Cloudy
16.32777778,21.5.2011,Mostly Cloudy
15.97222222,22.5.2011,Partly Cloudy
15.16666667,23.5.2011,Mostly Cloudy
16.45,24.5.2011,Partly Cloudy
15.2,25.5.2011,Partly Cloudy
16.95555556,26.5.2011,Clear
17.73333333,27.5.2011,Partly Cloudy
14.57222222,28.5.2011,Partly Cloudy
13.28333333,29.5.2011,Partly Cloudy
7.822222222,3.5.2011,Mostly Cloudy
15.96111111,30.5.2011,Partly Cloudy
5.866666667,4.5.2011,Partly Cloudy
5.883333333,5.5.2011,Partly Cloudy
4.855555556,6.5.2011,Clear
9.15,7.5.2011,Partly Cloudy
7.405555556,8.5.2011,Mostly Cloudy
1.138888889,31.10.2011,Mostly Cloudy
1.738888889,1.11.2011,Clear
3.344444444,9.11.2011,Partly Cloudy
1.494444444,10.11.2011,Foggy
2.677777778,11.11.2011,Mostly Cloudy
-2.916666667,12.11.2011,Clear
-4.977777778,13.11.2011,Clear
-1.105555556,14.11.2011,Mostly Cloudy
-1.872222222,15.11.2011,Foggy
-3.3,16.11.2011,Clear
-4.322222222,17.11.2011,Foggy
-0.088888889,18.11.2011,Foggy
0.85,19.11.2011,Overcast
3.444444444,2.11.2011,Clear
0.25,20.11.2011,Overcast
-1.338888889,21.11.2011,Overcast
-2.0,22.11.2011,Overcast
-3.955555556,23.11.2011,Overcast
-2.261111111,24.11.2011,Foggy
-0.522222222,25.11.2011,Foggy
0.616666667,26.11.2011,Foggy
-2.027777778,27.11.2011,Overcast
-0.694444444,28.11.2011,Foggy
-2.5,29.11.2011,Foggy
-0.1,3.11.2011,Clear
6.877777778,4.11.2011,Mostly Cloudy
6.694444444,5.11.2011,Partly Cloudy
6.861111111,6.11.2011,Mostly Cloudy
7.405555556,7.11.2011,Partly Cloudy
3.361111111,8.11.2011,Partly Cloudy
11.64444444,30.9.2011,Partly Cloudy
11.40555556,1.10.2011,Clear
6.105555556,9.10.2011,Partly Cloudy
6.544444444,10.10.2011,Partly Cloudy
10.08333333,11.10.2011,Mostly Cloudy
10.75,12.10.2011,Mostly Cloudy
4.888888889,13.10.2011,Partly Cloudy
1.777777778,14.10.2011,Partly Cloudy
1.705555556,15.10.2011,Mostly Cloudy
3.916666667,16.10.2011,Partly Cloudy
-3.155555556,17.10.2011,Clear
1.716666667,18.10.2011,Clear
9.194444444,19.10.2011,Partly Cloudy
11.12222222,2.10.2011,Clear
7.383333333,20.10.2011,Mostly Cloudy
3.905555556,21.10.2011,Overcast
7.35,22.10.2011,Overcast
9.477777778,23.10.2011,Foggy
8.994444444,24.10.2011,Mostly Cloudy
6.983333333,25.10.2011,Mostly Cloudy
7.716666667,26.10.2011,Mostly Cloudy
6.566666667,27.10.2011,Mostly Cloudy
4.511111111,28.10.2011,Partly Cloudy
3.105555556,29.10.2011,Partly Cloudy
8.888888889,3.10.2011,Partly Cloudy
6.238888889,30.10.2011,Partly Cloudy
10.71666667,4.10.2011,Partly Cloudy
12.12777778,5.10.2011,Partly Cloudy
12.83888889,6.10.2011,Partly Cloudy
9.35,7.10.2011,Mostly Cloudy
8.277777778,8.10.2011,Mostly Cloudy
18.23888889,1.9.2011,Mostly Cloudy
13.79444444,9.9.2011,Mostly Cloudy
18.07222222,10.9.2011,Clear
17.73888889,11.9.2011,Partly Cloudy
15.43888889,12.9.2011,Partly Cloudy
14.99444444,13.9.2011,Clear
17.47777778,14.9.2011,Partly Cloudy
15.53333333,15.9.2011,Partly Cloudy
12.41111111,16.9.2011,Partly Cloudy
16.97222222,17.9.2011,Partly Cloudy
21.76111111,18.9.2011,Clear
19.51111111,19.9.2011,Overcast
16.63333333,2.9.2011,Mostly Cloudy
15.49444444,20.9.2011,Overcast
14.47777778,21.9.2011,Partly Cloudy
15.07222222,22.9.2011,Partly Cloudy
11.65,23.9.2011,Partly Cloudy
10.67777778,24.9.2011,Partly Cloudy
10.56666667,25.9.2011,Partly Cloudy
12.4,26.9.2011,Clear
11.38888889,27.9.2011,Clear
13.66111111,28.9.2011,Clear
10.70555556,29.9.2011,Mostly Cloudy
15.46666667,3.9.2011,Partly Cloudy
20.05555556,4.9.2011,Clear
19.48333333,5.9.2011,Mostly Cloudy
13.56666667,6.9.2011,Partly Cloudy
15.23888889,7.9.2011,Mostly Cloudy
16.71666667,8.9.2011,Mostly Cloudy
9.444444444,31.3.2012,Mostly Cloudy
6.855555556,1.4.2012,Partly Cloudy
-0.555555556,9.4.2012,Mostly Cloudy
-1.65,10.4.2012,Partly Cloudy
4.927777778,11.4.2012,Mostly Cloudy
10.35,12.4.2012,Partly Cloudy
4.516666667,13.4.2012,Overcast
10.61666667,14.4.2012,Overcast
11.25,15.4.2012,Mostly Cloudy
10.74444444,16.4.2012,Partly Cloudy
8.027777778,17.4.2012,Overcast
7.794444444,18.4.2012,Overcast
5.916666667,19.4.2012,Partly Cloudy
-0.194444444,2.4.2012,Partly Cloudy
7.533333333,20.4.2012,Partly Cloudy
11.12777778,21.4.2012,Partly Cloudy
8.072222222,22.4.2012,Partly Cloudy
11.25,23.4.2012,Partly Cloudy
11.21666667,24.4.2012,Mostly Cloudy
12.74444444,25.4.2012,Partly Cloudy
8.177777778,26.4.2012,Partly Cloudy
11.37222222,27.4.2012,Mostly Cloudy
13.55555556,28.4.2012,Partly Cloudy
14.44444444,29.4.2012,Partly Cloudy
4.027777778,3.4.2012,Mostly Cloudy
13.55555556,30.4.2012,Clear
9.844444444,4.4.2012,Mostly Cloudy
11.91111111,5.4.2012,Partly Cloudy
11.96111111,6.4.2012,Mostly Cloudy
10.67777778,7.4.2012,Mostly Cloudy
8.977777778,8.4.2012,Mostly Cloudy
19.91111111,31.7.2012,Partly Cloudy
18.4,1.8.2012,Clear
21.31666667,9.8.2012,Mostly Cloudy
19.57777778,10.8.2012,Partly Cloudy
14.16111111,11.8.2012,Partly Cloudy
11.36666667,12.8.2012,Mostly Cloudy
10.78333333,13.8.2012,Partly Cloudy
12.88333333,14.8.2012,Partly Cloudy
11.22777778,15.8.2012,Partly Cloudy
13.15,16.8.2012,Partly Cloudy
14.35555556,17.8.2012,Partly Cloudy
16.00555556,18.8.2012,Partly Cloudy
15.32777778,19.8.2012,Clear
19.53888889,2.8.2012,Partly Cloudy
15.62777778,20.8.2012,Clear
18.41666667,21.8.2012,Partly Cloudy
18.94444444,22.8.2012,Partly Cloudy
23.18888889,23.8.2012,Partly Cloudy
20.86111111,24.8.2012,Clear
21.38333333,25.8.2012,Clear
22.54444444,26.8.2012,Clear
16.26111111,27.8.2012,Partly Cloudy
13.6,28.8.2012,Clear
10.85,29.8.2012,Clear
20.71111111,3.8.2012,Partly Cloudy
15.98888889,30.8.2012,Partly Cloudy
15.58333333,31.8.2012,Partly Cloudy
20.34444444,4.8.2012,Partly Cloudy
21.87777778,5.8.2012,Partly Cloudy
22.83888889,6.8.2012,Clear
24.65,7.8.2012,Clear
16.82777778,8.8.2012,Partly Cloudy
3.866666667,30.11.2012,Overcast
4.294444444,1.12.2012,Mostly Cloudy
-13.09444444,9.12.2012,Overcast
-12.71666667,10.12.2012,Mostly Cloudy
-7.511111111,11.12.2012,Overcast
-2.327777778,12.12.2012,Overcast
-7.377777778,13.12.2012,Clear
-5.527777778,14.12.2012,Mostly Cloudy
-0.672222222,15.12.2012,Breezy and Overcast
1.183333333,16.12.2012,Foggy
1.094444444,17.12.2012,Mostly Cloudy
1.472222222,18.12.2012,Overcast
2.7,19.12.2012,Overcast
0.783333333,2.12.2012,Overcast
2.1,20.12.2012,Mostly Cloudy
-2.205555556,21.12.2012,Foggy
-4.255555556,22.12.2012,Overcast
-2.222222222,23.12.2012,Overcast
0.472222222,24.12.2012,Overcast
0.105555556,25.12.2012,Overcast
5.372222222,26.12.2012,Overcast
6.422222222,27.12.2012,Mostly Cloudy
2.616666667,28.12.2012,Mostly Cloudy
0.044444444,29.12.2012,Partly Cloudy
2.161111111,3.12.2012,Overcast
-2.35,30.12.2012,Partly Cloudy
-3.822222222,31.12.2012,Foggy
-1.122222222,4.12.2012,Mostly Cloudy
0.033333333,5.12.2012,Foggy
-2.127777778,6.12.2012,Overcast
-2.111111111,7.12.2012,Partly Cloudy
-2.833333333,8.12.2012,Overcast
-8.333333333,31.1.2012,Partly Cloudy
-7.222222222,1.2.2012,Partly Cloudy
-15.55555556,9.2.2012,Foggy
-15.5,10.2.2012,Foggy
-19.16666667,11.2.2012,Overcast
-9.477777778,12.2.2012,Overcast
-7.811111111,13.2.2012,Overcast
-8.366666667,14.2.2012,Mostly Cloudy
-6.733333333,15.2.2012,Overcast
0.522222222,16.2.2012,Mostly Cloudy
-7.5,17.2.2012,Foggy
1.716666667,18.2.2012,Partly Cloudy
-1.633333333,19.2.2012,Overcast
-10.98888889,2.2.2012,Mostly Cloudy
1.961111111,20.2.2012,Overcast
0.605555556,21.2.2012,Partly Cloudy
-6.15,22.2.2012,Foggy
-8.038888889,23.2.2012,Foggy
2.605555556,24.2.2012,Mostly Cloudy
6.25,25.2.2012,Partly Cloudy
2.344444444,26.2.2012,Partly Cloudy
0.988888889,27.2.2012,Partly Cloudy
-1.7,28.2.2012,Mostly Cloudy
1.65,29.2.2012,Partly Cloudy
-10.86666667,3.2.2012,Foggy
-10.41666667,4.2.2012,Foggy
-10.50555556,5.2.2012,Mostly Cloudy
-13.14444444,6.2.2012,Overcast
-9.444444444,7.2.2012,Overcast
-15.36666667,8.2.2012,Foggy
-2.755555556,1.1.2012,Mostly Cloudy
2.222222222,9.1.2012,Mostly Cloudy
0.694444444,10.1.2012,Overcast
1.183333333,11.1.2012,Partly Cloudy
4.377777778,12.1.2012,Mostly Cloudy
0.138888889,13.1.2012,Mostly Cloudy
1.6,14.1.2012,Partly Cloudy
-1.494444444,15.1.2012,Partly Cloudy
-4.777777778,16.1.2012,Mostly Cloudy
-5.138888889,17.1.2012,Foggy
-1.477777778,18.1.2012,Foggy
-3.888888889,19.1.2012,Overcast
1.683333333,2.1.2012,Mostly Cloudy
4.394444444,20.1.2012,Overcast
1.127777778,21.1.2012,Partly Cloudy
1.216666667,22.1.2012,Overcast
4.355555556,23.1.2012,Partly Cloudy
4.444444444,24.1.2012,Overcast
1.161111111,25.1.2012,Mostly Cloudy
-0.033333333,26.1.2012,Overcast
-1.633333333,27.1.2012,Partly Cloudy
-3.283333333,28.1.2012,Mostly Cloudy
-3.455555556,29.1.2012,Partly Cloudy
2.622222222,3.1.2012,Partly Cloudy
-6.527777778,30.1.2012,Clear
0.555555556,4.1.2012,Mostly Cloudy
4.55,5.1.2012,Overcast
5.555555556,6.1.2012,Mostly Cloudy
1.855555556,7.1.2012,Mostly Cloudy
1.266666667,8.1.2012,Overcast
24.95555556,30.6.2012,Clear
21.40555556,1.7.2012,Clear
23.61111111,9.7.2012,Partly Cloudy
21.19444444,10.7.2012,Partly Cloudy
18.62222222,11.7.2012,Partly Cloudy
19.0,12.7.2012,Partly Cloudy
16.60555556,13.7.2012,Partly Cloudy
17.62777778,14.7.2012,Partly Cloudy
19.38333333,15.7.2012,Partly Cloudy
14.53333333,16.7.2012,Partly Cloudy
14.02777778,17.7.2012,Partly Cloudy
18.77222222,18.7.2012,Partly Cloudy
15.55555556,19.7.2012,Partly Cloudy
24.04444444,2.7.2012,Partly Cloudy
20.86666667,20.7.2012,Partly Cloudy
19.48888889,21.7.2012,Mostly Cloudy
17.72777778,22.7.2012,Mostly Cloudy
16.77777778,23.7.2012,Mostly Cloudy
20.65,24.7.2012,Mostly Cloudy
18.91111111,25.7.2012,Mostly Cloudy
19.4,26.7.2012,Mostly Cloudy
18.52777778,27.7.2012,Partly Cloudy
18.63888889,28.7.2012,Partly Cloudy
20.55555556,29.7.2012,Partly Cloudy
21.60555556,3.7.2012,Partly Cloudy
20.88333333,30.7.2012,Partly Cloudy
19.46111111,4.7.2012,Partly Cloudy
20.41111111,5.7.2012,Partly Cloudy
23.34444444,6.7.2012,Partly Cloudy
23.55,7.7.2012,Partly Cloudy
21.45555556,8.7.2012,Partly Cloudy
17.13888889,31.5.2012,Partly Cloudy
15.72777778,1.6.2012,Mostly Cloudy
20.90555556,9.6.2012,Partly Cloudy
19.81111111,10.6.2012,Mostly Cloudy
18.45555556,11.6.2012,Partly Cloudy
15.88333333,12.6.2012,Mostly Cloudy
15.62777778,13.6.2012,Partly Cloudy
13.68888889,14.6.2012,Partly Cloudy
12.04444444,15.6.2012,Partly Cloudy
15.08333333,16.6.2012,Clear
19.88888889,17.6.2012,Clear
17.15,18.6.2012,Clear
19.12222222,19.6.2012,Clear
15.73888889,2.6.2012,Mostly Cloudy
19.76666667,20.6.2012,Clear
21.27777778,21.6.2012,Clear
22.43888889,22.6.2012,Partly Cloudy
19.96666667,23.6.2012,Partly Cloudy
17.06666667,24.6.2012,Partly Cloudy
18.48888889,25.6.2012,Mostly Cloudy
15.7,26.6.2012,Partly Cloudy
12.22777778,27.6.2012,Partly Cloudy
13.67222222,28.6.2012,Mostly Cloudy
18.79444444,29.6.2012,Partly Cloudy
14.7,3.6.2012,Mostly Cloudy
20.46111111,4.6.2012,Mostly Cloudy
16.13333333,5.6.2012,Mostly Cloudy
9.227777778,6.6.2012,Partly Cloudy
13.08888889,7.6.2012,Partly Cloudy
18.19444444,8.6.2012,Partly Cloudy
0.605555556,1.3.2012,Mostly Cloudy
-1.666666667,9.3.2012,Partly Cloudy
-3.544444444,10.3.2012,Clear
-2.0,11.3.2012,Overcast
0.677777778,12.3.2012,Partly Cloudy
3.227777778,13.3.2012,Mostly Cloudy
1.994444444,14.3.2012,Partly Cloudy
5.661111111,15.3.2012,Mostly Cloudy
2.727777778,16.3.2012,Clear
3.261111111,17.3.2012,Clear
7.55,18.3.2012,Clear
9.616666667,19.3.2012,Partly Cloudy
5.433333333,2.3.2012,Mostly Cloudy
9.011111111,20.3.2012,Partly Cloudy
4.788888889,21.3.2012,Clear
6.183333333,22.3.2012,Clear
6.233333333,23.3.2012,Clear
6.755555556,24.3.2012,Partly Cloudy
7.9,25.3.2012,Clear
10.10555556,26.3.2012,Partly Cloudy
3.805555556,27.3.2012,Mostly Cloudy
7.222222222,28.3.2012,Partly Cloudy
11.7,29.3.2012,Overcast
3.455555556,3.3.2012,Partly Cloudy
8.977777778,30.3.2012,Overcast
-0.45,4.3.2012,Partly Cloudy
-2.516666667,5.3.2012,Clear
-3.283333333,6.3.2012,Clear
-4.966666667,7.3.2012,Clear
-4.811111111,8.3.2012,Mostly Cloudy
16.35555556,1.5.2012,Partly Cloudy
12.22222222,9.5.2012,Partly Cloudy
11.14444444,10.5.2012,Partly Cloudy
13.3,11.5.2012,Partly Cloudy
15.13888889,12.5.2012,Partly Cloudy
12.86111111,13.5.2012,Overcast
9.494444444,14.5.2012,Overcast
10.0,15.5.2012,Overcast
12.27222222,16.5.2012,Mostly Cloudy
10.52222222,17.5.2012,Mostly Cloudy
9.444444444,18.5.2012,Partly Cloudy
8.972222222,19.5.2012,Partly Cloudy
15.29444444,2.5.2012,Partly Cloudy
12.88333333,20.5.2012,Partly Cloudy
15.10555556,21.5.2012,Mostly Cloudy
19.96666667,22.5.2012,Overcast
14.39444444,23.5.2012,Partly Cloudy
15.66666667,24.5.2012,Partly Cloudy
17.61111111,25.5.2012,Mostly Cloudy
10.64444444,26.5.2012,Mostly Cloudy
11.66111111,27.5.2012,Partly Cloudy
9.933333333,28.5.2012,Partly Cloudy
12.44444444,29.5.2012,Mostly Cloudy
20.58888889,3.5.2012,Partly Cloudy
11.40555556,30.5.2012,Partly Cloudy
15.03333333,4.5.2012,Partly Cloudy
12.36111111,5.5.2012,Partly Cloudy
14.65,6.5.2012,Partly Cloudy
17.77777778,7.5.2012,Mostly Cloudy
13.35,8.5.2012,Mostly Cloudy
5.366666667,31.10.2012,Partly Cloudy
5.216666667,1.11.2012,Overcast
3.133333333,9.11.2012,Partly Cloudy
2.266666667,10.11.2012,Foggy
7.183333333,11.11.2012,Mostly Cloudy
8.677777778,12.11.2012,Mostly Cloudy
9.0,13.11.2012,Mostly Cloudy
5.605555556,14.11.2012,Overcast
3.338888889,15.11.2012,Partly Cloudy
3.105555556,16.11.2012,Foggy
2.105555556,17.11.2012,Partly Cloudy
4.305555556,18.11.2012,Partly Cloudy
4.477777778,19.11.2012,Mostly Cloudy
8.555555556,2.11.2012,Partly Cloudy
1.827777778,20.11.2012,Foggy
3.711111111,21.11.2012,Mostly Cloudy
6.305555556,22.11.2012,Mostly Cloudy
7.155555556,23.11.2012,Overcast
7.722222222,24.11.2012,Mostly Cloudy
3.144444444,25.11.2012,Foggy
5.138888889,26.11.2012,Mostly Cloudy
7.766666667,27.11.2012,Mostly Cloudy
7.127777778,28.11.2012,Mostly Cloudy
12.65,29.11.2012,Mostly Cloudy
4.961111111,3.11.2012,Foggy
8.716666667,4.11.2012,Mostly Cloudy
12.31111111,5.11.2012,Mostly Cloudy
6.566666667,6.11.2012,Partly Cloudy
6.388888889,7.11.2012,Partly Cloudy
7.772222222,8.11.2012,Partly Cloudy
18.24444444,30.9.2012,Mostly Cloudy
17.21111111,1.10.2012,Mostly Cloudy
7.661111111,9.10.2012,Partly Cloudy
7.111111111,10.10.2012,Mostly Cloudy
8.827777778,11.10.2012,Partly Cloudy
5.955555556,12.10.2012,Mostly Cloudy
10.11666667,13.10.2012,Mostly Cloudy
11.64444444,14.10.2012,Overcast
13.74444444,15.10.2012,Partly Cloudy
13.87222222,16.10.2012,Mostly Cloudy
6.844444444,17.10.2012,Partly Cloudy
9.3,18.10.2012,Partly Cloudy
9.694444444,19.10.2012,Partly Cloudy
19.80555556,2.10.2012,Mostly Cloudy
10.21111111,20.10.2012,Partly Cloudy
12.45555556,21.10.2012,Clear
7.127777778,22.10.2012,Clear
6.905555556,23.10.2012,Foggy
7.272222222,24.10.2012,Partly Cloudy
9.583333333,25.10.2012,Foggy
9.038888889,26.10.2012,Mostly Cloudy
8.933333333,27.10.2012,Breezy and Overcast
8.855555556,28.10.2012,Overcast
2.755555556,29.10.2012,Overcast
14.37222222,3.10.2012,Partly Cloudy
2.683333333,30.10.2012,Partly Cloudy
10.63333333,4.10.2012,Partly Cloudy
12.96111111,5.10.2012,Mostly Cloudy
8.633333333,6.10.2012,Partly Cloudy
13.07222222,7.10.2012,Partly Cloudy
9.422222222,8.10.2012,Partly Cloudy
21.44444444,1.9.2012,Mostly Cloudy
20.62777778,9.9.2012,Clear
17.45555556,10.9.2012,Partly Cloudy
15.24444444,11.9.2012,Mostly Cloudy
17.66666667,12.9.2012,Partly Cloudy
18.64444444,13.9.2012,Mostly Cloudy
13.18888889,14.9.2012,Overcast
16.41666667,15.9.2012,Partly Cloudy
9.872222222,16.9.2012,Partly Cloudy
16.26111111,17.9.2012,Mostly Cloudy
14.04444444,18.9.2012,Partly Cloudy
17.70555556,19.9.2012,Mostly Cloudy
16.42777778,2.9.2012,Clear
14.37222222,20.9.2012,Mostly Cloudy
9.083333333,21.9.2012,Partly Cloudy
6.483333333,22.9.2012,Mostly Cloudy
10.96666667,23.9.2012,Partly Cloudy
11.41666667,24.9.2012,Partly Cloudy
17.25,25.9.2012,Partly Cloudy
14.07222222,26.9.2012,Partly Cloudy
16.92222222,27.9.2012,Mostly Cloudy
21.81111111,28.9.2012,Mostly Cloudy
14.23888889,29.9.2012,Mostly Cloudy
17.43333333,3.9.2012,Partly Cloudy
19.28333333,4.9.2012,Mostly Cloudy
17.5,5.9.2012,Partly Cloudy
20.80555556,6.9.2012,Mostly Cloudy
14.75555556,7.9.2012,Partly Cloudy
11.89444444,8.9.2012,Partly Cloudy
2.105555556,31.3.2013,Mostly Cloudy
0.661111111,1.4.2013,Mostly Cloudy
8.288888889,9.4.2013,Mostly Cloudy
7.322222222,10.4.2013,Partly Cloudy
5.905555556,11.4.2013,Partly Cloudy
9.433333333,12.4.2013,Mostly Cloudy
10.61111111,13.4.2013,Partly Cloudy
7.272222222,14.4.2013,Partly Cloudy
5.872222222,15.4.2013,Clear
5.022222222,16.4.2013,Clear
6.311111111,17.4.2013,Partly Cloudy
6.461111111,18.4.2013,Partly Cloudy
10.9,19.4.2013,Partly Cloudy
2.488888889,2.4.2013,Overcast
7.833333333,20.4.2013,Partly Cloudy
13.05,21.4.2013,Partly Cloudy
11.62777778,22.4.2013,Partly Cloudy
12.67777778,23.4.2013,Partly Cloudy
10.76111111,24.4.2013,Partly Cloudy
12.7,25.4.2013,Partly Cloudy
11.90555556,26.4.2013,Clear
15.46666667,27.4.2013,Partly Cloudy
14.85555556,28.4.2013,Partly Cloudy
14.48888889,29.4.2013,Partly Cloudy
7.105555556,3.4.2013,Overcast
17.53333333,30.4.2013,Mostly Cloudy
3.327777778,4.4.2013,Overcast
3.261111111,5.4.2013,Overcast
6.561111111,6.4.2013,Mostly Cloudy
2.827777778,7.4.2013,Overcast
3.461111111,8.4.2013,Mostly Cloudy
17.27222222,31.7.2013,Partly Cloudy
17.25,1.8.2013,Partly Cloudy
21.73888889,9.8.2013,Partly Cloudy
21.54444444,10.8.2013,Mostly Cloudy
19.29444444,11.8.2013,Partly Cloudy
15.43333333,12.8.2013,Partly Cloudy
15.57777778,13.8.2013,Partly Cloudy
21.05555556,14.8.2013,Mostly Cloudy
18.22777778,15.8.2013,Partly Cloudy
15.36111111,16.8.2013,Partly Cloudy
12.27777778,17.8.2013,Partly Cloudy
16.72777778,18.8.2013,Partly Cloudy
16.97777778,19.8.2013,Clear
19.3,2.8.2013,Clear
18.62222222,20.8.2013,Mostly Cloudy
19.29444444,21.8.2013,Mostly Cloudy
17.67777778,22.8.2013,Partly Cloudy
18.06111111,23.8.2013,Partly Cloudy
19.22777778,24.8.2013,Mostly Cloudy
18.67777778,25.8.2013,Mostly Cloudy
17.25555556,26.8.2013,Partly Cloudy
16.96666667,27.8.2013,Mostly Cloudy
18.23888889,28.8.2013,Mostly Cloudy
17.01111111,29.8.2013,Mostly Cloudy
19.06111111,3.8.2013,Partly Cloudy
15.06111111,30.8.2013,Partly Cloudy
11.97777778,31.8.2013,Partly Cloudy
20.16666667,4.8.2013,Partly Cloudy
17.05555556,5.8.2013,Partly Cloudy
19.35,6.8.2013,Partly Cloudy
18.90555556,7.8.2013,Clear
19.87222222,8.8.2013,Clear
-2.177777778,30.11.2013,Partly Cloudy
-2.133333333,1.12.2013,Clear
7.216666667,9.12.2013,Mostly Cloudy
6.688888889,10.12.2013,Partly Cloudy
-6.011111111,11.12.2013,Partly Cloudy
-6.361111111,12.12.2013,Mostly Cloudy
-1.444444444,13.12.2013,Partly Cloudy
-0.094444444,14.12.2013,Overcast
-1.116666667,15.12.2013,Overcast
0.833333333,16.12.2013,Overcast
0.238888889,17.12.2013,Overcast
-1.711111111,18.12.2013,Overcast
-1.138888889,19.12.2013,Overcast
-2.5,2.12.2013,Partly Cloudy
-2.777777778,20.12.2013,Foggy
-1.416666667,21.12.2013,Foggy
-1.611111111,22.12.2013,Mostly Cloudy
3.011111111,23.12.2013,Mostly Cloudy
-0.516666667,24.12.2013,Clear
0.483333333,25.12.2013,Mostly Cloudy
5.333333333,26.12.2013,Breezy and Mostly Cloudy
8.833333333,27.12.2013,Mostly Cloudy
6.344444444,28.12.2013,Clear
4.0,29.12.2013,Mostly Cloudy
-0.061111111,3.12.2013,Partly Cloudy
2.538888889,30.12.2013,Overcast
2.138888889,31.12.2013,Mostly Cloudy
-3.611111111,4.12.2013,Foggy
-4.2,5.12.2013,Foggy
-1.516666667,6.12.2013,Mostly Cloudy
0.094444444,7.12.2013,Partly Cloudy
1.011111111,8.12.2013,Overcast
3.5,31.1.2013,Mostly Cloudy
2.727777778,1.2.2013,Mostly Cloudy
-1.133333333,9.2.2013,Overcast
-1.177777778,10.2.2013,Overcast
-3.866666667,11.2.2013,Partly Cloudy
-2.405555556,12.2.2013,Overcast
4.255555556,13.2.2013,Mostly Cloudy
3.3,14.2.2013,Overcast
3.75,15.2.2013,Foggy
3.844444444,16.2.2013,Mostly Cloudy
1.077777778,17.2.2013,Mostly Cloudy
1.133333333,18.2.2013,Mostly Cloudy
-0.594444444,19.2.2013,Mostly Cloudy
5.927777778,2.2.2013,Overcast
1.611111111,20.2.2013,Mostly Cloudy
-0.533333333,21.2.2013,Overcast
-0.672222222,22.2.2013,Foggy
0.527777778,23.2.2013,Overcast
6.2,24.2.2013,Overcast
6.588888889,25.2.2013,Mostly Cloudy
