Company Name,Job Title,Salaries Reported,Location,Monthly Salary,Role_Manager,Role_Specialist
Nineleaps Technology Solutions,Data Analyst,4,Bangalore,43525.33,0,1
Majorel,Data Scientist,1,Bangalore,241282.2525,1,0
FieldGlobal Market Research,Data Analyst,3,Mumbai,38510.0,0,1
Nivetti Systems,Data Scientist,2,Bangalore,62250.0,0,1
Publicis Sapient,Data Engineer,1,New Delhi,208333.33,0,1
Affine,Data Analyst,3,Bangalore,55558.0,0,1
Chhatrapati Shivaji International Airport,Data Engineer,1,Bangalore,60000.0,0,1
First Student,Data Analyst,2,Mumbai,12555.0,0,1
Altimetrik,Data Scientist,1,Bangalore,45538.0,0,1
Pitney Bowes,Senior Data Scientist,1,Pune,206202.42,0,1
Worley,Data Scientist,1,Mumbai,20548.0,0,1
Barclays,Senior Data Scientist,2,Pune,233077.33,0,1
DXC Technology,Data Analyst,6,New Delhi,45479.67,0,1
Fusion Tech Process,Machine Learning,1,Hyderabad,25183.0,0,1
Suhana Shabnam,Data Scientist,1,Bangalore,172830.75,0,1
Zee Entertainment Enterprises Ltd.,Data Scientist,1,Mumbai,241282.2525,1,0
Kira Systems,Data Engineer,1,Pune,50000.0,0,1
FlexiLoans Technologies,Data Scientist,2,Mumbai,68974.42,0,1
Pacecom Technologies,Data Analyst,6,Bangalore,17629.75,0,1
Havells India,Machine Learning,1,Bangalore,114285.75,1,0
IDFC First Bank,Data Analyst,3,Mumbai,113049.42,0,1
Bajaj Finance,Data Scientist,7,Pune,79692.25,0,1
Easypolicy.com,Machine Learning,1,New Delhi,34388.58,0,1
ExcelR,Data Scientist,1,Bangalore,30872.33,0,1
AGS Health,Data Scientist,1,Hyderabad,34446.0,0,1
Maruti Suzuki,Data Analyst,2,New Delhi,81868.92,0,1
Novartis,Data Analyst,1,Hyderabad,52456.0,0,1
IIT Madras,Data Scientist,1,Bangalore,166666.67,0,1
5x,Data Engineer,1,Hyderabad,37500.0,0,1
IBM,Data Engineer,8,Hyderabad,42040.67,0,1
Franklin Templeton Investments,Data Analyst,2,Hyderabad,11344.75,0,1
HSBC Software Development India,Data Engineer,1,Pune,61147.42,0,1
Current,Data Engineer,1,Pune,90712.17,1,0
Landmark Group,Data Engineer,1,Bangalore,241282.2525,1,0
Subway,Data Science,1,Pune,41549.0,0,1
Nassau Re,Data Analyst,1,Hyderabad,241282.2525,0,1
FedEx,Data Analyst,2,Mumbai,37409.25,0,1
CSS Corporation,Data Analyst,1,Pune,19249.25,1,0
AIndra Labs,Data Scientist,1,Bangalore,25349.0,0,1
Zaynax,Data Science,1,Pune,66666.67,0,1
IFI Techsolutions,Data Engineer,2,Mumbai,29429.33,0,1
Yotta Systems,Data Scientist,1,Bangalore,38493.0,0,1
Aera Technology,Data Science,1,Pune,28896.0,0,1
DXC Technology,Data Scientist,1,New Delhi,74543.0,0,1
Bourntec Solutions,Data Analyst,1,Hyderabad,34706.5,0,1
QuEST Global,Data Scientist,2,Bangalore,117364.58,0,1
NetApp,Data Engineer,1,Bangalore,167889.0,0,1
RAKESH GROUP,Data Scientist,1,Pune,241282.2525,0,1
Relifin Technologies,Data Engineer,1,Bangalore,60736.33,0,1
Tableau Software,Machine Learning,1,Hyderabad,25452.0,0,1
Blackstraw,Machine Learning,1,Pune,100000.0,0,1
CapFront Technologies,Data Analyst,2,Bangalore,31141.17,0,1
Sakshi Softech,Data Engineer,1,Pune,19348.0,0,1
The Sparks Foundation,Data Scientist,1,Hyderabad,29380.58,0,1
IBM,Data Analyst,12,Hyderabad,42832.17,0,1
BA Continuum India,Data Engineer,1,Hyderabad,68492.0,0,1
The MediaHolic,Machine Learning,1,Mumbai,75550.08,0,1
Rainman Consulting,Data Analyst,3,Bangalore,35403.0,0,1
IBM,Data Scientist,95,Bangalore,99329.17,0,1
ITC Infotech,Data Scientist,4,Bangalore,34568.08,0,1
Citi,Data Scientist,1,Bangalore,241282.2525,1,0
Fresher,Data Analyst,4,Hyderabad,30049.0,0,1
Reliance Industries,Data Analyst,3,Bangalore,48662.83,0,1
BYJU'S,Data Analyst,2,Pune,39361.67,0,1
Logipro Software,Data Engineer,1,Bangalore,17470.67,0,1
GainInsights Solutions,Data Engineer,1,Bangalore,83333.33,0,1
HSBC Electronic Data Processing India,Data Scientist,1,Bangalore,135197.0,0,1
JustDial,Data Analyst,2,Mumbai,26842.0,0,1
The Goddard School,Data Scientist,1,Bangalore,25000.0,0,1
Hotstar,Data Analyst,2,Mumbai,151192.17,0,1
Facex,Machine Learning,1,Pune,102738.0,0,1
DataVal Analytics,Machine Learning,1,Bangalore,139109.25,1,0
NutaNXT Technologies,Data Scientist,1,Pune,70102.17,0,1
Oracle,Data Scientist,1,Mumbai,83333.33,0,1
Gap,Data Engineer,1,Hyderabad,23331.33,0,1
Intel Corporation,Data Scientist,8,Bangalore,121118.92,0,1
Mobile Premier League,Data Scientist,2,Bangalore,200381.75,0,1
Elasto Tech Industries,Data Scientist,1,Bangalore,213212.08,1,0
dhiOmics Analytics Solutions,Data Scientist,1,Bangalore,27399.67,0,1
BRIDGEi2i,Machine Learning,1,Bangalore,19935.17,0,1
Digité,Data Scientist,1,Bangalore,67598.33,0,1
Microsoft,Data Analyst,2,New Delhi,62078.75,0,1
Nestlé,Data Scientist,1,Mumbai,21498.0,0,1
Episource,Data Scientist,3,Mumbai,74579.08,0,1
Intangles,Machine Learning,1,Pune,86912.25,0,1
Ignitarium Technology Solutions,Machine Learning,3,Bangalore,60838.58,0,1
VINAYA KUMAR,Data Scientist,1,Mumbai,241282.2525,0,1
Wipro,Data Analyst,14,New Delhi,49428.33,0,1
Xerago,Data Analyst,1,Mumbai,11472.0,0,1
Cogent Data Solutions,Data Analyst,2,Hyderabad,23876.0,0,1
CareerNet Consulting,Machine Learning,1,Bangalore,34989.67,0,1
Aera Technology Associate,Machine Learning,1,Pune,83944.5,0,1
Cisco Systems,Data Scientist,1,Bangalore,95321.75,0,1
E-rachit Technologies,Data Analyst,1,Hyderabad,100897.5,0,1
Innovaccer,Data Analyst,23,New Delhi,65876.25,0,1
Accenture,Data Scientist,18,New Delhi,99713.33,0,1
Philips,Machine Learning,1,Bangalore,191666.67,0,1
Flutura,Data Scientist,13,Bangalore,63198.0,0,1
Tesco Bengaluru,Data Analyst,4,Bangalore,79845.25,0,1
TCS,Data Engineer,1,Bangalore,43333.33,0,1
Hinduja Global Solutions,Data Scientist,3,Bangalore,107053.58,0,1
neha gupta,Data Scientist,1,Bangalore,41666.67,0,1
Paytm,Data Engineer,1,New Delhi,241282.2525,1,0
IBM,Data Scientist,9,Hyderabad,52412.08,0,1
Tata Consultancy Services Big,Data Engineer,5,Mumbai,45833.33,0,1
Ubique Systems,Data Analyst,2,Pune,69456.0,0,1
NITS,Data Analyst,4,New Delhi,44358.5,0,1
Greenlight Planet,Machine Learning,1,New Delhi,239722.17,0,1
Toppr.com,Data Scientist,1,Hyderabad,154783.08,0,1
Wolters Kluwer,Data Scientist,10,Pune,96214.92,0,1
Aria Tech IT Solutions,Data Analyst,1,Hyderabad,50244.0,0,1
Thoughtworks,Senior Data Scientist,1,Pune,241282.2525,0,1
Collabera,Data Scientist,1,Bangalore,42634.42,0,1
Insight Data Science,Data Science,1,Pune,37683.58,0,1
Eli Lilly and Company,Data Engineer,1,Bangalore,71666.67,0,1
Total Infrastructure Management Solutions,Data Analyst,3,Bangalore,26552.0,0,1
CloudFronts Technologies,Data Analyst,2,Mumbai,74078.0,0,1
OYO,Data Analyst,1,New Delhi,110625.75,1,0
First Student Data Scientist,Data Analyst,1,Pune,37775.0,0,1
Microsoft,Data Scientist,2,Mumbai,216685.0,0,1
Snapdeal,Data Engineer,1,New Delhi,102546.25,0,1
BT,Data Engineer,2,Bangalore,102892.08,0,1
Privado,Machine Learning,1,Pune,16123.0,0,1
Automation Engineering,Data Scientist,1,Bangalore,106988.75,1,0
Genpact,Data Scientist,1,Pune,133333.33,0,1
PeopleStrong Technologies,Machine Learning,1,New Delhi,103337.92,0,1
DivIHN Integration,Data Engineer,1,Pune,51668.92,0,1
BOLD,Data Analyst,4,New Delhi,95996.25,0,1
FIS,Machine Learning,1,Pune,80616.17,0,1
Peacock Solar,Data Analyst,1,Mumbai,26872.0,0,1
Société Générale,Data Scientist,13,Bangalore,155833.33,0,1
Tata Consultancy Services,Data Engineer,5,Pune,105506.17,1,0
GE Healthcare,Data Scientist,5,Bangalore,131004.5,0,1
Ambrapali Electrotech,Junior Data Scientist,1,Pune,34421.5,0,1
LTI,Data Engineer,7,New Delhi,41870.17,0,1
Persistent Systems,Data Scientist,1,Pune,241282.2525,1,0
Jio,Data Scientist,11,Bangalore,122500.0,0,1
Data Sutram,Data Scientist,1,Bangalore,49066.25,0,1
Piramal Enterprises,Data Analyst,3,Mumbai,118027.0,0,1
Optum,Data Scientist,2,Hyderabad,241282.2525,1,0
HCL Technologies,Data Engineer,1,Mumbai,26821.08,0,1
NIIT,Data Scientist,1,Bangalore,58333.33,0,1
Tech Mahindra,Data Scientist,1,New Delhi,51669.0,0,1
i4u Labs,Data Scientist,1,Bangalore,241282.2525,1,0
Skit,Machine Learning,1,Bangalore,92114.33,0,1
Automation Engineering,Data Scientist,1,Bangalore,30000.0,0,1
Orange Senior,Machine Learning,1,New Delhi,241282.2525,1,0
Wipro Technologies,Data Scientist,2,New Delhi,241282.2525,0,1
WNS,Data Analyst,3,Bangalore,71372.17,0,1
TurningCloud Solutions,Data Scientist,2,New Delhi,35334.5,0,1
Capital One,Data Scientist,2,Bangalore,132384.33,0,1
InsideView,Data Analyst,2,Hyderabad,73055.0,0,1
Apsidata solutions,Data Analyst,4,New Delhi,21984.0,0,1
ACS Solutions,Data Engineer,2,Hyderabad,96394.25,0,1
Code Karo Yaaro,Machine Learning,1,Hyderabad,10090.0,0,1
Computer Generated Solutions,Data Engineer,1,Hyderabad,69882.75,0,1
Strattek Consulting,Data Scientist,1,Pune,8000.0,0,1
Delhivery,Data Engineer,1,New Delhi,117713.75,0,1
KNOEMA,Data Engineer,1,Bangalore,98530.92,0,1
Sixth Energy Technologies,Machine Learning,2,Bangalore,25834.5,0,1
Savitribai Phule Pune University,Data Scientist,1,Pune,58333.33,0,1
Ericsson-Worldwide,Data Analyst,5,Bangalore,41738.08,0,1
myGate,Data Scientist,1,Bangalore,241282.2525,1,0
Optum Global Solutions,Data Scientist,2,Bangalore,101092.25,0,1
Hero MotoCorp,Machine Learning,1,New Delhi,69064.75,0,1
ZS Associates,Data Analyst,10,Pune,59384.58,0,1
First American Financial Corporation,Data Scientist,1,Bangalore,69600.17,0,1
UniQreate,Data Scientist,5,Bangalore,43026.92,0,1
Dell Technologies,Data Analyst,5,Hyderabad,83944.5,0,1
Fields Data,Data Analyst,1,Mumbai,26639.0,0,1
Proven Consult,Data Scientist,1,Bangalore,64387.33,0,1
Deccan Infosystems,Machine Learning,1,Bangalore,34388.58,0,1
Vmoksha Technologies,Data Scientist,1,Bangalore,41650.58,0,1
Everlytics,Data Scientist,4,Bangalore,36064.67,0,1
Berkadia,Data Analyst,1,Hyderabad,55110.5,1,0
Perpule,Data Scientist,1,Bangalore,107702.33,0,1
Exposys Data Labs,Data Scientist,3,Bangalore,36120.0,0,1
Bartleby Technologies,Machine Learning,1,Bangalore,241282.2525,1,0
Knowledge Solutions India,Machine Learning,1,Mumbai,3762.0,0,1
itvedant,Machine Learning,1,Mumbai,36488.0,0,1
PayNearby,Data Engineer,1,Mumbai,54166.67,0,1
Barclays,Data Engineer,3,Pune,95442.83,0,1
Mercedes-Benz Research and Development India,Machine Learning,1,Bangalore,76357.08,0,1
Tata Motors,Data Scientist,1,Mumbai,62472.0,0,1
Pisyst,Junior Data Scientist,1,Pune,13381.67,0,1
Self Opportunity,Data Scientist,1,Mumbai,53744.0,0,1
Philips,Machine Learning,1,Bangalore,35568.0,0,1
Infort Technology,Data Analyst,1,Pune,36266.0,0,1
Flipkart,Data Analyst,9,Bangalore,50904.75,0,1
College Board,Data Scientist,1,Hyderabad,100488.33,0,1
Sunrise Senior Living,Data Engineer,1,Mumbai,8333.33,0,1
Not Applicable,Data Scientist,1,Hyderabad,152714.17,0,1
LTI,Data Scientist,1,Hyderabad,86766.25,0,1
Birlasoft,Data Scientist,2,Pune,241282.2525,0,1
Ford Motor Company,Data Analyst,3,New Delhi,100000.0,0,1
Google,Data Analyst,1,Mumbai,54104.25,1,0
Vi,Data Analyst,1,Hyderabad,158058.92,1,0
Google,Machine Learning,3,Bangalore,103683.83,0,1
Ericsson IT Solutions & Services,Data Scientist,2,New Delhi,72416.25,0,1
Quantiphi,Data Scientist,1,Mumbai,12745.0,0,1
Neal Analytics,Data Engineer,2,Pune,57084.5,0,1
DeepEdge,Machine Learning,1,Hyderabad,241282.2525,1,0
upGrad,Data Scientist,1,Mumbai,181180.75,0,1
b3Intelligence,Data Analyst,6,New Delhi,32910.0,0,1
Loginworks,Data Scientist,2,New Delhi,43991.75,0,1
HCL Technologies,Data Scientist,6,New Delhi,57531.75,0,1
Samsung R&D Institute India - Bangalore,Data Scientist,2,Bangalore,164628.75,0,1
UnitedHealthCare,Data Scientist,1,Bangalore,68785.42,0,1
Tiger Analytics,Data Engineer,3,Bangalore,100733.42,0,1
Maruti Suzuki,Data Scientist,1,Bangalore,30000.0,0,1
Betterplace Safety Solutions,Data Analyst,2,Bangalore,15341.0,0,1
GE Aviation,Data Scientist,3,Bangalore,112474.08,0,1
Fiserv,Data Science,1,Pune,86415.33,0,1
Unified Healthcare Group,Data Scientist,1,Bangalore,51374.0,0,1
Kohler,Senior Data Scientist,1,Pune,241282.2525,1,0
Softech Solutions (India),Data Engineer,2,Pune,39780.75,0,1
Schlumberger,Data Scientist,1,Bangalore,90736.17,0,1
HDFC Securities,Data Analyst,1,Mumbai,111387.75,0,1
Klaxon India Private Limited,Data Engineer,1,Hyderabad,89573.58,0,1
Razorthink,Data Engineer,2,Bangalore,81186.17,0,1
Philips,Data Scientist,2,Bangalore,241282.2525,1,0
IDC (International Data Corporation),Data Scientist,1,Bangalore,37683.58,0,1
Tesco Bengaluru,Data Scientist,1,Bangalore,209353.17,0,1
HSBC Software Development India,Data Scientist,1,Hyderabad,84841.25,0,1
Rahul Industries,Data Scientist,1,Mumbai,241282.2525,0,1
Santronix,Data Engineer,1,Pune,47986.92,1,0
Accenture,Data Engineer,11,Hyderabad,58856.92,0,1
NetApp,Data Scientist,1,Bangalore,83333.33,0,1
Shaw Academy,Data Scientist,2,Bangalore,119475.67,0,1
URS Technologies Solutions,Data Scientist,1,Pune,79077.58,0,1
CreditNirvana,Data Scientist,2,Bangalore,103832.42,0,1
Myelin Foundry,Machine Learning,1,Bangalore,66666.67,0,1
Infosys,Junior Data Scientist,1,Pune,86560.83,0,1
Nestaway Technologies,Data Scientist,1,Bangalore,142395.0,0,1
AIG,Data Analyst,2,Mumbai,98948.83,0,1
IndusInd Bank,Data Scientist,1,Mumbai,171230.08,0,1
Scry Analytics,Data Scientist,1,New Delhi,241282.2525,1,0
KibbCom,Data Scientist,1,Bangalore,35000.0,0,1
Maxgen Technologies,Data Scientist,1,Mumbai,13778.42,0,1
GE,Data Engineer,1,Bangalore,32246.0,0,1
iNeuron,Machine Learning,1,Bangalore,150415.83,1,0
Ericsson IT Solutions & Services,Data Scientist,1,Hyderabad,75000.0,0,1
Zomato,Machine Learning,1,New Delhi,119861.08,0,1
Innovaccer,Data Engineer,3,New Delhi,37289.58,0,1
Don't Know,Data Scientist,1,Hyderabad,25122.0,0,1
HSBC,Data Analyst,15,Bangalore,69941.92,0,1
Quantiphi,Data Engineer,15,Bangalore,66295.83,0,1
Deutsche Bank,Data Scientist,1,Bangalore,128309.75,0,1
First Student,Data Analyst,3,New Delhi,31402.25,0,1
First Student,Data Analyst,2,Pune,23126.58,0,1
Careerera,Data Scientist,1,Bangalore,107053.58,0,1
HDFC Standard Life Insurance,Data Scientist,3,Mumbai,101809.5,0,1
Wipro,Data Scientist,3,Mumbai,30368.0,0,1
Tata Communications,Data Analyst,3,Mumbai,31236.0,0,1
IBM,Data Engineer,1,Pune,131641.33,1,0
Naerial Consultancy,Data Engineer,1,Mumbai,86912.25,0,1
Applied Materials,Data Scientist,5,Bangalore,111776.33,0,1
LatentView Analytics,Data Analyst,3,Bangalore,52065.0,0,1
AffinityAnswers,Data Engineer,2,Bangalore,61251.17,0,1
VINAYA KUMAR,Data Scientist,1,Bangalore,66666.67,0,1
Virtusa,Data Engineer,2,Bangalore,56206.67,0,1
Collabera,Data Scientist,1,New Delhi,83333.33,0,1
Kantar,Data Analyst,7,Hyderabad,33948.0,0,1
DataBeat,Data Analyst,1,Hyderabad,15540.0,0,1
Infosys,Data Analyst,32,Bangalore,46841.33,0,1
Actiknow,Data Analyst,4,New Delhi,30305.75,0,1
Reckonsys,Data Scientist,2,Bangalore,111147.0,0,1
Anonymous,Data Engineer,1,New Delhi,103127.83,1,0
Graco,Data Analyst,1,Pune,201411.92,1,0
Verizon,Data Engineer,1,Hyderabad,85029.0,0,1
Sampoorna,Data Engineer,1,Pune,113587.42,1,0
3LOQ Labs,Data Scientist,2,Hyderabad,64887.0,0,1
Subex,Machine Learning,1,Bangalore,241282.2525,1,0
Shashank Medi Pharma,Data Scientist,1,Bangalore,19614.92,0,1
Publicis Sapient,Data Engineer,2,Bangalore,137897.25,0,1
Aashish sharma,Data Scientist,1,Bangalore,102131.58,0,1
Xtel Communications,Data Analyst,1,Mumbai,241282.2525,1,0
Accenture,Data Engineer,1,New Delhi,241282.2525,1,0
Innovatus Technologies,Data Analyst,1,Pune,26191.0,0,1
Great Learning,Data Scientist,2,Hyderabad,64819.75,0,1
Central Test,Data Analyst,3,Bangalore,39166.67,0,1
Smartbridge Educational Services,Machine Learning,1,Hyderabad,9034.0,0,1
TCS e-Serve International,Data Scientist,1,Bangalore,232194.58,1,0
Silfra Technologies,Data Scientist,1,Bangalore,61666.67,0,1
Dell Technologies,Data Scientist,3,Hyderabad,68777.17,0,1
Housing.com,Data Scientist,2,New Delhi,116974.75,0,1
Toptal,Data Scientist,1,Bangalore,241282.2525,0,1
Globex Digital Solutions,Data Scientist,1,Pune,107053.58,0,1
GlobusSoft,Data Scientist,1,Bangalore,88692.75,1,0
BridgeLabz Solutions,Machine Learning,1,Mumbai,81472.33,1,0
Keysight Technologies,Data Analyst,3,New Delhi,58761.17,0,1
Adecco,Data Scientist,1,Bangalore,112474.08,0,1
TVM Infotech,Data Scientist,1,Bangalore,20584.0,0,1
Oracle,Data Scientist,8,Bangalore,107915.33,0,1
Colgate-Palmolive,Data Engineer,1,Mumbai,156259.42,1,0
ManCorp Innovation Labs,Machine Learning,1,Pune,124440.25,0,1
Team Computers,Data Analyst,4,New Delhi,24436.0,0,1
XYZ,Data Scientist,1,Bangalore,59472.75,1,0
PK,Data Analyst,4,Hyderabad,37678.08,0,1
Vodafone,Data Engineer,1,Pune,117522.33,0,1
Deloitte,Data Scientist,7,Hyderabad,123594.33,0,1
Indian Institute of Science,Machine Learning,1,Bangalore,171943.0,0,1
ZS Associates,Data Scientist,10,Pune,107836.58,0,1
EarlySalary.com,Data Engineer,1,Pune,42807.5,0,1
ICICI Bank,Data Analyst,1,Hyderabad,164705.08,0,1
ZS Associates,Data Engineer,1,Pune,137500.0,0,1
ALL IT Services,Data Engineer,1,Bangalore,227989.17,1,0
Teradata,Data Engineer,7,Pune,125610.42,0,1
Blue Dart Express,Data Analyst,1,Mumbai,241282.2525,1,0
Livpure,Machine Learning,1,Bangalore,51798.58,0,1
EarlySalary.com,Data Science,2,Pune,35268.0,0,1
Centium Consulting,Data Engineer,1,Pune,31898.92,0,1
Bajaj Finance,Senior Data Scientist,2,Pune,116020.33,0,1
Webi7,Data Scientist,1,Bangalore,77905.0,0,1
Webhelp,Data Engineer,2,New Delhi,76360.5,0,1
AlgoAnalytics Financial Consultancy,Data Scientist,11,Pune,61906.92,0,1
GlobalData,Data Analyst,9,Hyderabad,30269.0,0,1
D.A.T.A.,Data Analyst,1,Pune,27344.67,0,1
Infosys,Machine Learning,2,Bangalore,69355.5,0,1
Comsense Technologies,Data Scientist,1,Pune,33013.83,0,1
AXA GO Business Operations,Data Engineer,1,Pune,100897.5,0,1
Knowx Innovations,Machine Learning,1,Bangalore,13552.0,0,1
Cerner,Data Analyst,8,Bangalore,68088.25,0,1
RAJ ELECTRICAL WORK,Data Engineer,1,Bangalore,51668.92,0,1
Fractal,Data Engineer,1,Mumbai,102581.83,0,1
Brain O Vision,Machine Learning,1,Hyderabad,10749.0,0,1
Exponentia DataLabs,Data Scientist,1,Bangalore,100000.0,0,1
XPO Logistics,Data Scientist,3,Mumbai,131752.5,0,1
Amazon,Data Scientist,8,New Delhi,171943.0,0,1
CrowdANALYTIX,Data Scientist,1,Bangalore,62500.0,0,1
Freelancer,Data Scientist,2,Pune,83469.17,0,1
GetMyUni,Data Scientist,1,Bangalore,71369.08,0,1
Thoughtworks,Data Scientist,1,New Delhi,241282.2525,1,0
Evolvus,Data Analyst,1,Pune,18068.92,0,1
Amazon,Data Analyst,2,Hyderabad,83197.0,0,1
HERE Technologies,Data Analyst,2,Mumbai,63342.5,1,0
Resource Technologies,Machine Learning,1,Hyderabad,18286.0,0,1
Bharat Light & Power,Data Analyst,3,Bangalore,67180.17,0,1
TECH I.S,Data Scientist,2,Bangalore,66161.0,0,1
Quadrant 4 Systems,Data Scientist,1,Bangalore,85539.83,0,1
Kissht,Data Scientist,1,Mumbai,172580.92,1,0
TEKsystems,Data Engineer,1,New Delhi,136984.08,0,1
Innodata,Machine Learning,1,New Delhi,26395.0,0,1
Virtual Employee,Data Engineer,1,Bangalore,108333.33,0,1
Accenture,Data Analyst,5,Hyderabad,122578.58,1,0
Impressico Business Solutions,Data Engineer,1,New Delhi,50244.17,0,1
Logipro Software,Data Engineer,1,Bangalore,62189.67,1,0
The Self Employed Association,Data Scientist,1,Bangalore,96005.08,1,0
Nagarro,Data Analyst,5,New Delhi,93256.33,0,1
CASHe,Data Scientist,1,Mumbai,241282.2525,1,0
Selling Simplified,Data Analyst,3,Pune,44608.0,0,1
iNurture Education Solutions,Data Scientist,1,Bangalore,53735.0,1,0
Exdion,Data Scientist,1,Bangalore,50163.08,0,1
Challenger Technologies,Data Engineer,1,Mumbai,9034.0,0,1
Shenzyn,Data Scientist,1,Bangalore,49066.25,0,1
Gemini Solutions,Data Engineer,1,New Delhi,15000.0,0,1
Fidelity Investments,Data Engineer,1,Bangalore,241282.2525,1,0
Ravindra Kala Vidyalaya,Machine Learning,1,Hyderabad,85615.08,0,1
Neo Media World,Data Scientist,1,Pune,80000.0,0,1
Seernet Technologies,Data Engineer,1,Mumbai,241282.2525,0,1
Algoritmo (Singapore),Data Scientist,1,Pune,16058.0,0,1
Mindtree,Data Analyst,16,Bangalore,48860.75,0,1
Upwork,Data Analyst,3,New Delhi,28233.0,0,1
Dynata,Data Analyst,1,Hyderabad,84116.5,1,0
Ecolab,Data Analyst,3,Pune,50904.75,0,1
Mahindra First Choice Wheels,Data Analyst,3,Bangalore,50172.17,0,1
IndiaMART,Machine Learning,1,New Delhi,26872.08,0,1
HARMAN,Data Analyst,4,Pune,53370.92,0,1
Innovaccer,Data Scientist,8,New Delhi,103332.83,0,1
ICS Consultancy,Data Engineer,1,Mumbai,241282.2525,1,0
Verificient Technologies,Data Analyst,20,Pune,15410.75,0,1
ACD Communications,Data Engineer,1,Hyderabad,72192.25,0,1
Marks & Spencer,Data Engineer,1,New Delhi,168734.92,1,0
Águas Guariroba,Data Analyst,1,Pune,55566.0,0,1
ZS Associates,Data Science Associate,9,Pune,100326.08,0,1
Globex Digital Solutions,Machine Learning,1,Hyderabad,111966.92,0,1
DXC Technology,Data Scientist,3,Hyderabad,104345.25,0,1
Deloitte,Machine Learning,1,Bangalore,212697.0,1,0
Exadatum Big,Data Engineer,3,Pune,202906.58,1,0
iNeuron,Data Scientist,6,Bangalore,37581.58,0,1
Persistent Systems,Data Scientist,1,Pune,241282.2525,0,1
Precily,Data Scientist,2,New Delhi,55881.5,0,1
ICS Consultancy,Machine Learning,1,Mumbai,156753.75,0,1
Aptus Data Labs,Data Engineer,1,Hyderabad,77503.42,0,1
Innodatatics,Data Scientist,3,Bangalore,10705.0,0,1
MakeMyTrip,Data Engineer,3,New Delhi,100380.58,0,1
Naveen Engineering,Machine Learning,1,Bangalore,41666.67,0,1
Toyota Kirloskar Motor,Machine Learning,1,Bangalore,26872.08,0,1
Chainalytics,Data Analyst,5,Bangalore,42483.42,0,1
CAP FORCE,Data Scientist,1,Bangalore,18697.0,0,1
PayPal,Data Scientist,3,Bangalore,22750.0,0,1
Standard Chartered Global Business Services,Data Scientist,1,Bangalore,223552.75,0,1
PwC Machine Learning,Machine Learning,1,Pune,5000.0,0,1
Lowe's Home Improvement,Data Scientist,4,Bangalore,146077.92,0,1
ShieldSquare,Data Scientist,1,Bangalore,173837.5,1,0
Fundnel,Data Engineer,1,Mumbai,51582.92,0,1
Cumulations Technologies,Machine Learning,1,Bangalore,37836.0,0,1
Coursera,Data Scientist,1,Bangalore,17641.75,0,1
SMEcorner,Data Scientist,1,Mumbai,142650.75,1,0
TEKsystems,Data Engineer,1,Hyderabad,75366.25,0,1
Freelancer,Data Scientist,1,Hyderabad,211096.92,1,0
Machine Learning,Machine Learning,1,Hyderabad,76666.67,0,1
Quantiphi,Machine Learning,3,Mumbai,21498.0,0,1
SelotSoft,Data Scientist,1,Bangalore,164344.67,0,1
Yodlee,Data Scientist,1,Bangalore,39366.0,0,1
Colors Software,Machine Learning,1,Bangalore,212103.08,0,1
InnovatorsBay,Data Scientist,1,Bangalore,57698.0,0,1
Facex,Machine Learning,1,Bangalore,25685.0,0,1
Employee Solutions,Data Engineer,1,Bangalore,67155.58,0,1
iPing Data Labs,Machine Learning,1,Mumbai,10491.0,0,1
Siemens,Data Scientist,1,Pune,70000.0,0,1
MoneyTap,Data Scientist,1,Bangalore,241282.2525,0,1
Ambee (India),Data Scientist,1,Bangalore,241282.2525,1,0
La casa one,Data Analyst,1,Hyderabad,35460.0,0,1
Happiest Minds Technologies,Data Scientist,1,Bangalore,241282.2525,1,0
Fresherworld.com,Data Engineer,1,New Delhi,29309.08,0,1
Crytonix Solutions,Data Scientist,1,Bangalore,41666.67,0,1
Aligned Automation,Senior Data Scientist,1,Pune,241282.2525,1,0
Moody's Corporation,Data Analyst,3,New Delhi,45376.0,0,1
BITS,Machine Learning,1,Hyderabad,158293.25,1,0
Saama Technologies,Data Engineer,1,Pune,100898.0,0,1
Professional,Data Analyst,4,Bangalore,25173.0,0,1
Flipkart,Data Scientist,18,Bangalore,213153.58,0,1
Ample Softech System,Data Analyst,1,Pune,35563.0,0,1
dataZen Engineering,Data Scientist,1,Bangalore,15348.0,0,1
American Express,Data Scientist,1,Hyderabad,113559.5,0,1
QiO Technologies,Data Scientist,1,Pune,241282.2525,0,1
Lalit Roongta Group,Data Analyst,1,Pune,59632.0,0,1
Bobble Keyboard,Data Engineer,1,New Delhi,21020.33,1,0
Instamojo,Data Scientist,1,Bangalore,241282.2525,0,1
Anonymous Content,Data Analyst,3,Bangalore,43456.17,0,1
Faurecia,Data Scientist,1,Mumbai,241282.2525,1,0
Pratham,Data Scientist,1,Pune,38000.0,0,1
PwC,Data Analyst,2,Mumbai,52886.0,0,1
Vitalhunt Global Solutions,Machine Learning,1,Bangalore,91365.0,0,1
Accretive Wiz@work Consultants,Data Scientist,1,Pune,108333.33,0,1
SKF,Data Scientist,1,Bangalore,188861.42,1,0
DigiTele Networks,Data Scientist,2,Hyderabad,65643.58,0,1
Micron Technology,Data Scientist,5,Hyderabad,130368.42,0,1
Aditya Birla Group,Machine Learning,1,Mumbai,71666.67,0,1
